id,collector,age_midpoint,gender,occupation_group,experience_midpoint,salary_midpoint,aliens,programming_ability,employment_status,industry,women_on_team,remote,job_satisfaction,job_discovery,commit_frequency,dogs_vs_cats,desktop_os,unit_testing,visit_frequency,why_learn_new_tech,open_to_new_job,star_wars_vs_star_trek,agree_tech,agree_notice,agree_problemsolving,agree_diversity,agree_adblocker,agree_alcohol,agree_loveboss,agree_nightcode,agree_legacy,agree_mars,important_variety,important_control,important_sameend,important_newtech,important_buildnew,important_buildexisting,important_promotion,important_companymission,important_wfh,important_ownoffice
48183,22,32,0,0,8,25000,1,7,0,0,1,0,2,6,0,1,0,0,0,2,2,,1,1,1,0,2,3,1,0,3,4,2,1,2,0,0,1,1,1,0,2
49686,22,27,0,3,3.5,25000,0,8,0,11,3,3,3,1,0,1,0,0,2,2,1,1,0,0,0,0,2,2,1,1,1,4,1,0,0,0,0,1,2,0,1,2
50609,22,32,0,1,8,55000,1,7,-1 (please specify),14,1,0,4,2,0,0,0,I don't know,4,2,1,0,1,0,0,2,1,4,1,3,0,3,2,1,1,1,0,1,2,2,0,1
51624,22,27,0,3,0.5,15000,0,5,0,3,0,2,2,2,3,0,3,0,0,2,1,0,2,2,0,0,0,4,3,1,1,4,1,1,2,0,0,1,0,2,0,0
53083,22,32,0,13,8,25000,0,6,0,13,0,2,0,1,0,1,5,I don't know,0,5,0,,1,2,1,1,2,4,2,2,2,2,1,1,1,1,1,1,1,1,2,2
1019,22,44.5,0,0,13,75000,0,9,0,3,0,2,2,4,0,-1 (please specify),2,0,2,5,1,0,0,2,0,1,1,3,2,3,3,3,2,0,2,0,0,2,2,2,2,2
26469,22,32,0,16,8,55000,0,8,0,10,2,2,3,-1,3,0,3,0,0,3,1,0,2,0,0,0,2,4,2,1,1,2,0,0,1,0,0,0,2,0,2,2
31948,22,37,0,0,13,65000,0,8,0,-1 (please specify),2,1,2,7,0,1,6,0,1,3,1,0,1,0,1,0,4,0,1,2,0,4,1,1,1,1,1,1,1,2,1,2
36011,22,27,0,13,8,55000,1,7,0,13,0,2,2,1,0,-1 (please specify),0,0,2,2,1,0,1,1,0,1,0,2,0,1,0,2,0,0,2,0,0,0,1,1,1,2
49442,22,22,0,8,1.5,105000,0,8,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51569,22,65,0,6,13,165000,-1 (please specify),8,0,3,3,0,0,1,0,0,3,0,2,4,0,0,3,1,0,0,0,3,2,3,3,3,2,2,2,2,1,1,2,1,2,1
4938,22,27,0,20,8,55000,0,8,0,8,4,3,2,10,0,0,4,I don't know,2,0,1,0,1,1,0,1,0,4,2,3,3,4,1,1,1,0,0,0,1,1,1,2
5540,22,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13365,22,27,0,0,8,45000,1,7,0,0,2,2,2,4,0,1,4,I don't know,1,2,1,0,0,0,1,0,1,3,1,2,1,4,0,1,1,0,0,1,2,1,2,1
14083,22,22,0,3,8,,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15527,22,27,0,9,8,105000,0,8,0,1,0,2,4,2,0,1,0,0,2,3,0,1,2,0,0,1,0,1,2,0,1,0,2,0,2,1,1,0,0,2,1,0
16268,22,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16566,22,27,0,4,1.5,,1,5,6,3,0,2,2,2,0,0,1,0,2,2,0,0,1,2,1,2,0,1,2,1,2,3,2,2,1,0,0,1,1,2,0,1
18744,22,54.5,0,1,13,5000,1,7,1,4,0,0,0,2 - I created my own job,3,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,
19689,22,22,0,0,3.5,35000,1,7,1,3,0,1,3,4,0,1,0,0,2,2,1,,2,0,0,0,0,4,3,3,1,2,0,0,2,0,0,0,1,1,1,1
22721,22,16,0,7,8,,1,7,77,,,,,,3,0,8,1,2,3,1,0,1,0,0,0,0,4,4,0,4,4,1,1,0,0,0,1,0,1,0,1
25935,22,27,0,8,3.5,45000,0,8,0,12,1,2,-1 (please specify),4,2,1,4,-1 (please specify),2,0,2,0,4,0,1,1,2,4,1,3,3,4,2,0,1,0,0,0,0,0,1,0
27000,22,32,0,3,13,45000,-1 (please specify),9,6,-1 (please specify),5,2,2,-1,0,1,0,-1 (please specify),0,3,1,0,1,1,1,0,3,3,2,1,2,4,1,1,1,0,1,1,1,1,2,2
29578,22,22,0,0,8,25000,0,7,77,,,,,,0,1,1,I don't know,2,0,1,0,2,0,0,1,3,3,1,1,0,4,1,0,2,0,0,1,1,1,2,2
30245,22,32,0,3,13,55000,0,9,2,3,1,2,2,2 - I created my own job,0,0,0,0,0,3,1,0; 1,0,2,1,2,0,4,0,1,3,3,2,1,2,0,0,1,2,1,0,1
52258,22,22,0,0,3.5,,0,6,77,,,,,,3,1,2,I don't know,0,3,1,1,,,,,,,,,,,,,,,,,,,,
48366,22,,-2,7,13,45000,1,2,0,77,"I am not on a ""team""",0,0,32,0,0,2,0,2,0,2,0,3,2,1,1,3,3,1,3,3,4,2,1,1,0,0,2,0,2,1,0
28999,22,22,0,1,3.5,5000,1,5,0,3,5,2,2,1,0,0,0,0,0,2,1,0,1,2,0,1,1,4,1,2,2,2,1,0,1,0,0,1,0,1,1,1
4347,22,22,0,7,3.5,,0,7,77,,,,,,,0,1,0,4,3,1,0,3,1,0,0,2,0,2,0,1,1,2,1,2,0,0,1,1,1,2,2
4373,22,27,0,9,13,35000,-1 (please specify),10,0,17,1,1,2,0,0,-1 (please specify),3,0,0,4,1,0; 1,1,0,0,0,2,2,2,2,0,2,1,0,1,0,1,0,0,0,1,1
5706,22,22,0,7,3.5,35000,0,6,77,,,,,,4,1,2,0,2,3,0,,0,0,1,2,1,2,2,2,2,4,0,0,1,1,0,2,2,1,2,2
14921,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15620,22,22,0,7,1.5,5000,0,8,77,,,,,,A few times a month,0,2,0,0,3,2,0,0,0,0,0,0,1,2,0,3,2,2,0,2,0,0,0,0,0,0,1
20508,22,22,0,0,8,25000,1,7,0,14,0,2,0,4,0,-1 (please specify),0,-1 (please specify),0,3,1,0,1,0,1,2,1,0,2,1,1,2,2,1,2,1,1,1,1,2,2,2
21389,22,27,0,14,13,125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22826,22,37,0,12,13,95000,1,8,0,7,1,2,0,7,0,0,4,0,1,2,0,1,0,0,0,2,0,4,1,3,1,4,1,1,2,0,0,1,1,1,2,1
27772,22,27,0,1,3.5,75000,0,7,1,7,0,3,3,7,0,-1 (please specify),6,1,2,4,2,1,2,0,0,0,4,4,2,0,0,4,0,0,2,0,0,0,2,1,2,2
27870,22,,0,7,1.5,,1,8,77,,,,,,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",-1 (please specify),2,I don't know,1,4,1,0,0,1,1,2,0,4,2,0,1,3,0,1,2,1,0,1,1,1,1,0
25805,22,22,0,7,3.5,,1,9,77,,,,,,3,-1 (please specify),1,0,1,3,1,0,1,1,0,1,3,3,1,3,4,3,0,1,2,1,0,1,1,1,1,1
41772,22,27,0,1,3.5,25000,1,3,0,3,1,1,2,2,0,1,0,0,0,0,1,0,1,2,2,1,2,2,1,2,1,4,0,0,0,0,0,0,0,1,1,1
42279,22,37,0,0,13,,-1 (please specify),10,0,5,0,2,0,2,0,1,2,1,1,3,0,0,0,0,0,0,4,2,0,2,0,4,0,0,1,0,1,1,2,0,1,2
43029,22,22,0,0,1.5,15000,1,9,0,3,0,2,2,2,0,1,5,0,0,3,2,1,0,0,0,0,2,2,2,0,1,0,0,0,2,0,0,0,0,1,2,2
45528,22,22,0,0,3.5,5000,1,8,0,3,0,3,2,2,0,1,5,0,0,6,1,,0,0,0,0,2,4,0,0,3,4,1,0,1,0,0,0,0,0,1,2
47932,22,32,0,0,8,15000,1,8,1,4,2,0,4,2 - I created my own job,0,1,5,I don't know,0,4,0,,1,1,0,0,2,1,0,0,1,4,2,1,2,0,0,1,0,0,1,1
48111,22,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48216,22,27,0,11,8,5000,0,10,-1 (please specify),-1 (please specify),0,0,-1 (please specify),4,3,1,0,I don't know,2,-1 (please specify),1,1,0,0,0,0,3,2,0,0,2,3,1,0,2,0,0,0,2,0,1,1
49148,22,44.5,0,0,13,55000,1,10,1,4,I'm not sure,0,32,32,0,1,6,0,0,2,2,1,0,1,0,2,4,4,2,0,3,3,0,0,0,0,0,0,0,1,0,2
49459,22,22,0,1,3.5,15000,0,6,0,10,2,3,4,0,A few times a month,0,4,0,0,3,1,0,4,1,1,0,1,4,3,2,1,4,1,0,2,0,0,0,1,2,1,1
49510,22,22,0,7,3.5,,0,4,77,,,,,,A few times a month,1,5,I don't know,0,3,1,0,1,2,1,0,0,1,1,1,4,2,1,1,2,0,0,0,1,0,1,1
49556,22,27,0,,8,5000,1,7,0,-1 (please specify),"I am not on a ""team""",1,0,0,3,1,1,0,2,2,1,0,1,0,0,0,0,4,1,4,0,4,0,0,0,0,0,0,0,0,2,2
49723,22,22,0,0,1.5,,0,7,0,5,0,2,0,2,0,1,2,I don't know,0,5,1,,1,1,1,1,0,4,2,0,4,0,2,0,0,0,0,0,0,0,0,2
50004,22,27,0,16,3.5,15000,1,7,0,3,11+,2,2,0,0,1,1,0,1,2,1,0; 1,1,1,0,0,3,4,1,1,2,4,1,0,1,0,0,0,0,0,1,2
50594,22,37,0,0,13,35000,0,10,0,3,3,2,4,2,0,1,0,0,2,3,2,0,1,0,0,0,4,3,1,1,1,2,1,0,1,0,0,0,1,0,0,1
50704,22,27,0,3,3.5,15000,0,7,0,3,3,3,2,2,0,1,0,I don't know,2,2,1,,0,3,1,1,4,2,1,1,1,4,1,1,2,0,1,2,1,1,1,2
51219,22,32,0,0,13,135000,-1 (please specify),10,-1 (please specify),3,1,0,3,1,0,1,2,1,2,3,1,0,0,1,0,0,3,4,2,0,3,4,1,0,2,0,1,1,1,0,1,1
51496,22,27,0,17,8,25000,0,8,0,5,2,2,2,4,4,0,3,I don't know,0,5,1,0,0,0,0,1,4,1,3,1,,4,0,0,2,1,0,2,0,1,1,0
5223,22,22,0,3,3.5,35000,0,7,1,4,1,0,2,2 - I created my own job,0,1,0,I don't know,0,2,1,0,1,0,1,1,0,1,1,0,1,2,0,0,2,0,0,1,0,1,0,2
52776,22,27,0,0,3.5,15000,0,9,0,1,1,2,2,10,3,1,2,0,0,0,1,0,1,1,0,0,0,1,1,3,0,3,0,0,1,0,0,2,0,0,2,2
9282,22,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22095,22,22,1,7,3.5,,0,4,77,,,,,,2,1,0,0,0,4,2,,1,2,0,1,3,4,2,1,3,4,2,1,2,1,1,1,1,1,1,1
35412,22,27,-1,,3.5,35000,0,8,0,12,"I am not on a ""team""",2,0,-1,3,0,1,-1 (please specify),2,2,1,,1,2,0,0,4,0,1,2,3,3,2,2,2,1,1,1,1,0,1,2
36423,22,32,0,1,13,95000,0,8,0,11,0,2,2,7,0,1,0,0,2,2,0,,1,2,0,1,1,1,1,0,2,2,1,0,2,0,1,1,2,1,2,2
53042,22,27,0,1,8,35000,-1 (please specify),7,0,0,0,3,2,2,0,0,2,-1 (please specify),0,2,0,0,1,1,1,2,0,3,0,1,2,4,1,0,1,0,0,0,0,2,1,1
19745,22,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49365,22,22,0,8,13,210000,-1 (please specify),,1,-1 (please specify),0,0,0,2,0,-1 (please specify),6,-1 (please specify),,,,,,,,,,,,,,,,,,,,,,,,
28691,22,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31112,22,27,0,1,1.5,15000,1,5,0,3,0,2,2,2,2,1,2,0,0,2,1,1,2,1,1,0,0,3,1,1,0,4,1,1,,,0,0,1,0,1,2
31627,22,22,0,12,3.5,15000,0,7,6,-1 (please specify),0,1,0,0,0,0,4,0,2,2,1,1,1,0,0,1,0,3,2,0,2,1,1,0,2,0,0,0,0,1,2,2
31670,22,22,0,7,13,,0,8,77,,,,,,A few times a month,1,5,0,0,2,1,0,2,0,0,2,1,4,0,2,2,2,1,0,1,0,0,1,0,0,2,2
21249,22,44.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31784,22,22,0,7,1.5,,0,7,77,,,,,,A few times a month,1,6,0,2,2,1,1,2,0,0,1,0,4,2,3,4,4,1,1,0,0,1,1,1,1,1,0
50371,22,22,0,7,3.5,5000,0,5,77,,,,,,3,0,,I don't know,0,4,1,0; 1,2,0,1,3,1,4,2,2,1,4,2,0,1,1,0,0,1,0,2,0
1249,22,27,0,1,3.5,75000,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5655,22,22,0,7,8,5000,0,7,77,,,,,,3,0,3,0,2,4,1,,,1,0,1,4,4,,3,3,4,2,1,2,2,1,1,2,1,2,1
15853,22,32,0,13,8,95000,1,7,0,14,2,2,0,1,3,0,2,0,2,3,0,0,0,0,,0,0,0,1,0,0,4,0,0,0,0,0,1,1,0,0,1
19917,22,54.5,0,3,13,95000,-1 (please specify),10,2,0,1,1,0,2 - I created my own job,0,0,0,0,0,3,0,0,0,1,0,0,3,4,1,3,2,4,0,0,1,0,0,1,1,0,1,1
21243,22,44.5,0,3,13,95000,0,10,0,3,0,2,0,7,0,0,0,0,2,0,1,0,1,1,0,1,0,4,1,4,4,4,2,0,1,0,1,1,1,0,1,2
21704,22,27,0,0,3.5,85000,1,8,0,4,1,2,2,1,0,0,4,0,1,3,1,,1,0,0,0,4,2,0,1,0,4,0,0,1,1,1,1,1,0,2,2
24584,22,27,0,7,1.5,5000,0,5,77,,,,,,4,1,2,I don't know,0,2,2,0,0,1,1,1,0,2,2,2,3,3,1,1,0,0,0,1,1,1,2,2
29114,22,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30040,22,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42631,22,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48225,22,44.5,0,14,13,75000,1,7,2,11,0,1,2,2 - I created my own job,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,
53065,22,32,0,0,13,75000,0,8,0,0,I'm not sure,2,0,2,0,1,4,0,0,2,1,0,0,1,0,1,1,1,0,0,3,4,0,0,2,0,1,0,1,0,1,1
15580,22,27,0,0,3.5,85000,0,7,0,14,0,0,2,11,0,1,0,0,2,3,2,0,0,0,0,0,0,3,0,0,1,0,1,1,1,0,0,0,1,0,0,2
18992,22,32,0,6,13,15000,0,6,0,-1 (please specify),0,3,3,1,4,1,2,I don't know,1,2,1,1,0,1,1,2,2,4,1,2,0,0,0,,1,0,0,1,1,1,0,2
19173,22,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20123,22,22,0,1,0.5,5000,0,4,0,-1 (please specify),0,2,3,2,0,1,0,I don't know,0,2,1,,0,1,1,0,0,4,3,1,2,1,1,,2,0,0,1,2,1,1,1
22187,22,22,0,6,1.5,5000,0,7,0,3,6,3,4,2,2,1,4,0,4,2,1,0,3,1,1,0,0,3,2,2,2,3,1,1,1,0,0,0,0,2,1,1
22286,22,22,0,7,1.5,5000,1,5,6,10,0,3,4,7,4,-1 (please specify),2,0,0,2,2,0,0,0,0,0,0,4,0,1,0,0,0,1,2,0,0,0,1,0,2,2
22305,22,37,0,0,13,15000,0,7,0,14,1,2,0,2,0,0,0,0,0,3,1,1,0,0,0,0,0,4,2,0,2,0,0,0,2,0,0,1,0,0,0,0
22401,22,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22408,22,32,0,0,8,25000,0,8,0,0,1,0,0,2,0,-1 (please specify),2,0,2,0,,,,,,,,,,,,,,,,,,,,,,
49293,22,22,0,10,3.5,25000,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5520,22,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7625,22,22,0,7,0.5,,1,4,77,,,,,,4,1,5,0,2,4,2,0,1,1,0,2,0,4,2,2,2,2,1,1,1,0,0,1,0,2,2,2
9663,22,22,0,3,1.5,,1,6,4,,,,,,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",0,4,I don't know,0,2,2,,0,2,1,0,1,4,2,0,2,4,2,2,2,0,0,0,0,1,0,0
10046,22,22,1,7,1.5,5000,0,5,77,,,,,,A few times a month,1,2,I don't know,0,2,1,0,2,0,0,0,0,2,2,0,2,2,1,2,2,0,0,1,2,0,2,2
27088,22,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4673,22,27,0,1,3.5,35000,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5193,22,27,0,0,3.5,45000,0,6,0,0,2,2,2,1,2,1,2,0,0,3,1,0,1,1,0,2,4,1,2,1,1,4,1,0,1,0,0,2,1,1,2,2
16206,22,27,0,1,3.5,35000,0,6,0,7,I'm not sure,2,0,22,3,0,4,0,0,0,0,0,0,2,2,1,2,4,0,3,2,4,1,1,1,0,0,0,0,1,1,1
21890,22,27,0,0,3.5,35000,0,8,-1 (please specify),3,0,2,2,4,0,0,2,-1 (please specify),2,2,1,0,1,0,1,1,3,4,2,3,1,2,0,1,2,0,0,1,1,1,1,2
21893,22,27,0,1,8,45000,0,5,0,0,2,2,2,4,A few times a month,1,4,0,0,2,1,0,1,1,0,1,2,4,1,4,4,3,0,0,1,1,1,1,0,2,2,2
25031,22,32,0,0,8,55000,1,8,2,14,0,1,2,2 - I created my own job,0,1,0,I don't know,2,2,0,0,1,1,0,1,0,0,1,1,3,1,0,0,2,0,1,2,2,1,1,2
26313,22,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26459,22,54.5,0,15,13,,-1 (please specify),8,0,1,11+,1,0,0,3,1,0,0,2,3,1,0,0,0,0,0,1,4,1,1,1,4,0,0,2,1,0,1,1,1,2,2
35329,22,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45976,22,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49863,22,32,0,15,13,65000,1,6,2,0,0,1,0,2 - I created my own job,0,0,0,-1 (please specify),1,3,0,0,1,2,0,0,3,1,1,3,4,4,1,0,2,1,0,1,2,1,0,2
2987,22,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,22,16,0,18,3.5,,0,6,77,,,,,,A few times a month,1,4,I don't know,4,4,1,0,1,0,0,0,4,4,2,0,1,0,1,1,2,0,0,0,1,2,2,2
3093,22,27,0,8,8,45000,-1 (please specify),7,0,16,0,3,2,1,0,,4,0,1,3,1,1,1,1,0,1,1,3,2,1,1,3,1,1,2,1,2,1,1,2,2,1
3132,22,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,22,27,0,1,1.5,35000,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371,22,22,0,0,0.5,5000,0,3,77,,,,,,0,1,2,I don't know,0,2,2,1,,,,,,,,,,,,,,,,,,,,
3437,22,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4552,22,22,0,7,3.5,45000,1,8,77,,,,,,2,0,0,0,0,3,0,0,1,0,0,0,4,1,2,1,1,4,1,0,2,1,0,1,0,0,1,2
4814,22,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4947,22,27,0,15,8,45000,1,8,0,14,0,2,0,7,0,0,4,1,0,0,0,0; 1,1,0,0,0,0,3,0,0,2,4,0,0,2,0,0,0,1,0,2,1
5281,22,37,0,0,13,35000,-1 (please specify),7,1,11,0,0,0,2 - I created my own job,3,0,0,1,2,4,1,0,0,1,0,2,4,1,0,1,0,4,1,0,1,1,1,1,1,0,1,1
6069,22,27,0,4,3.5,65000,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7719,22,16,0,6,0.5,15000,0,6,77,,,,,,3,1,2,1,0,2,0,,0,1,1,1,4,4,2,2,2,4,2,1,2,1,1,1,1,1,1,0
7802,22,27,0,3,8,25000,0,8,1,3,"I am not on a ""team""",0,0,2 - I created my own job,0,0,0,I don't know,0,3,1,0,0,0,0,2,0,3,2,0,1,0,1,0,0,0,0,2,0,2,0,0
8191,22,22,0,7,0.5,5000,-1 (please specify),7,77,,,,,,0,-1 (please specify),4,-1 (please specify),1,3,2,0,1,0,1,0,3,1,2,3,3,4,1,2,1,0,0,0,1,0,2,1
9239,22,44.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10230,22,27,0,1,3.5,45000,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10601,22,32,0,8,3.5,55000,0,6,0,15,0,2,0,1,0,1,2,I don't know,0,3,1,0,0,0,0,3,3,4,1,1,4,4,0,0,2,0,0,2,0,0,2,2
10733,22,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10952,22,27,0,12,1.5,25000,0,6,4,,,,,,A few times a month,1,5,0,0,2,,,,,,,,,,,,,,,,,,,,,,
11129,22,37,0,11,8,5000,-1 (please specify),7,2,-1 (please specify),"I am not on a ""team""",0,4,2 - I created my own job,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
17001,22,22,0,14,1.5,,0,6,-1 (please specify),77,0,3,2,7,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",0,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,
19202,22,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20670,22,22,0,8,8,65000,1,8,77,,,,,,0,0,0,I don't know,1,6,2,0,1,0,0,0,0,3,1,2,1,4,1,0,0,0,0,0,0,0,1,0
21034,22,27,0,1,3.5,35000,0,8,0,6,1,3,4,7,0,0,0,0,0,3,1,0,0,0,1,1,1,4,2,3,1,3,1,0,0,0,1,0,1,0,1,2
21273,22,27,0,13,3.5,25000,0,7,0,11,0,3,3,2,0,0,4,0,2,3,1,0,0,0,1,0,2,1,2,1,1,1,2,0,1,0,0,1,0,2,2,2
31237,22,37,0,15,13,135000,1,8,0,3,10,1,0,2 - I created my own job,A few times a month,-1 (please specify),0,I don't know,4,3,0,0; 1,0,0,0,0,2,1,0,0,3,4,1,,2,1,0,2,2,0,1,2
34243,22,32,0,11,8,65000,1,6,2,11,1,1,0,2 - I created my own job,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1,1
53123,22,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52878,22,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,22,22,-2,8,3.5,45000,1,7,77,,,,,,3,1,5,0,0,0,1,0,3,0,0,,1,4,2,1,0,3,1,1,2,0,1,1,0,1,0,0
2161,22,27,0,3,3.5,45000,1,6,0,16,0,2,2,1,0,0,0,0,2,0,1,0,0,1,2,2,0,0,1,0,3,3,2,1,2,0,1,1,1,0,1,1
2380,22,22,0,0,3.5,25000,0,8,6,11,0,1,3,7,0,0,5,I don't know,0,4,1,0,3,0,0,2,4,4,2,1,0,4,1,0,2,0,0,1,1,1,1,2
2798,22,32,0,1,3.5,,1,7,0,11,I'm not sure,2,0,-1,0,0,0,0,0,3,0,,0,0,0,1,3,4,1,0,1,4,0,1,2,0,0,1,1,0,1,0
2829,22,32,0,1,13,,1,9,0,11,0,2,2,2,0,,0,0,1,3,0,0,1,1,0,0,4,2,1,2,0,4,2,1,1,0,2,0,1,2,2,2
2840,22,16,0,7,3.5,5000,0,6,77,,,,,,3,-1 (please specify),7,0,2,3,0,1,2,1,1,0,0,4,1,2,1,4,1,1,1,0,0,1,0,0,1,1
2857,22,27,0,0,3.5,65000,0,6,0,3,0,2,2,-1,0,-1 (please specify),5,0,2,3,1,,1,0,0,0,2,4,2,1,0,4,1,0,2,0,0,0,1,0,0,1
2874,22,44.5,0,0,13,,1,6,1,3,0,1,0,4,0,1,0,0,0,0,1,0,0,0,1,3,3,4,1,4,4,4,2,1,0,0,1,1,2,2,1,0
2885,22,22,0,0,3.5,5000,1,6,6,0,0,2,2,2,2,1,2,1,0,3,1,0,1,1,0,2,0,3,2,2,1,4,1,0,2,0,0,0,1,2,1,0
3074,22,37,0,18,13,65000,1,10,0,16,2,3,2,0,0,-1 (please specify),4,0,4,0,1,0,2,0,0,2,0,4,0,0,0,3,1,1,2,0,0,0,1,1,2,2
3078,22,32,0,13,3.5,15000,0,5,1,4,0,0,2,2 - I created my own job,0,1,0,0,0,3,1,1,0,0,0,0,4,2,,3,2,0,0,0,2,0,0,0,1,0,0,0
3191,22,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
