id,collector,country,un_subregion,so_region,age_range,age_midpoint,gender,self_identification,occupation,occupation_group,experience_range,experience_midpoint,salary_range,salary_midpoint,big_mac_index,tech_do,tech_want,aliens,programming_ability,employment_status,industry,company_size_range,team_size_range,women_on_team,remote,job_satisfaction,job_discovery,dev_environment,commit_frequency,hobby,dogs_vs_cats,desktop_os,unit_testing,rep_range,visit_frequency,why_learn_new_tech,education,open_to_new_job,new_job_value,job_search_annoyance,interview_likelihood,how_to_improve_interview_process,star_wars_vs_star_trek,agree_tech,agree_notice,agree_problemsolving,agree_diversity,agree_adblocker,agree_alcohol,agree_loveboss,agree_nightcode,agree_legacy,agree_mars,important_variety,important_control,important_sameend,important_newtech,important_buildnew,important_buildexisting,important_promotion,important_companymission,important_wfh,important_ownoffice,developer_challenges,why_stack_overflow
46790,22,Argentina,South America,South America,25-29,27.0,0.0,0; 1; 2,16,16.0,Less than 1 year,0.5,"Less than $10,000",5000.0,3.90744167947,,Android; C#; Java; PHP; SQL Server,0,7.0,-1 (please specify),1,10-19 employees,1-4 people,2,3.0,2,2,Eclipse; NetBeans; Visual Studio,4,1-2 hours per week,-1 (please specify),3.0,I don't know,I don't have an account,1.0,0,I'm self-taught; Some college coursework in Computer Science (or related field); B.A. in Computer Science (or related field),1.0,Salary; Company stage,Searching for a job that seems interesting,30%,Show me more live code; interview_coffee; Prepare me for who I will be speaking with,,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Poor scheduling; Interacting with non-technical people; Unspecific requirements,To get help for my job; To communicate with -1s like me; Beacause I love to learn
47960,22,Argentina,South America,South America,35-39,37.0,0.0,0; 2; 3,1,1.0,6 - 10 years,8.0,"$30,000 - $40,000",35000.0,3.90744167947,Cassandra; Hadoop; Java; JavaScript; MongoDB; SQL; SQL Server,"Android; Arduino / Raspberry Pi; Clojure; Cloud (AWS, GAE, Azure, etc.); Java; Node.js; PHP; Python; Spark",0,7.0,0,13,"1,000-4,999 employees",15-20 people,4,2.0,3,2,Sublime; Vim; Eclipse; IntelliJ,0,None,1,7.0,0,2 - 100,2.0,5,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Some college coursework in Computer Science (or related field)",1.0,Salary; Equity; Health insurance; Work/life balance; Opportunity for advancement; Company culture; Remote working option; Flexible work hours; Building something that's innovative,The interview process,40%,Offer remote interviews (e.g. via video conference); Show me the space in which I will work; Prepare me for who I will be speaking with,1,1.0,1.0,0.0,1.0,3.0,4.0,4.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,Inefficient development processes; Fragile code base; Unspecific requirements,To get help for my job; To communicate with -1s like me
48051,22,Argentina,South America,South America,30-34,32.0,0.0,0; 2; 5; 9,0,0.0,6 - 10 years,8.0,Rather not say,53952.9730248,3.90744167947,"Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; PHP; Python; SQL","Android; AngularJS; Cloud (AWS, GAE, Azure, etc.); Node.js; Python",0,8.0,0,-1 (please specify),10-19 employees,1-4 people,0,1.0,2,1,Sublime; Vim,0,1-2 hours per week,0,5.0,0,2 - 100,0.0,2,I'm self-taught; On-the-job training; Some college coursework in Computer Science (or related field),1.0,Salary; Ability to make or influence important decisions; Tech stack; Work/life balance; Office location; Quality of colleagues; Company culture; Building something that's significant; Remote working option; Flexible work hours; Building something that's innovative,Writing cover letters,60%,Show me more live code; Be more flexible about interview scheduling; Fewer brainteasers; Prepare me for who I will be speaking with,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,Unrealistic expectations; Non-technical management; Changing requirements,To get help for my job; To give help to -1s; Because I can't do my job without it; Beacause I love to learn
48604,22,Argentina,South America,South America,25-29,27.0,0.0,0; 2,0,0.0,2 - 5 years,3.5,"$10,000 - $20,000",15000.0,3.90744167947,Java; JavaScript; SQL,Android; AngularJS; Java; JavaScript; SQL,1,7.0,0,3,"1,000-4,999 employees",5-9 people,2,2.0,2,4,Eclipse; NetBeans,0,1-2 hours per week,1,4.0,0,I don't have an account,0.0,2,I'm self-taught; On-the-job training; Some college coursework in Computer Science (or related field),0.0,Salary; Company reputation; Building something that's significant; Building something that's innovative,Taking time off work to interview,10%,Introduce me to the boss; Fewer brainteasers,0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,Poor documentation; Outdated technologies; Interacting with non-technical people; Unspecific requirements,To get help for my job; Beacause I love to learn
48946,22,Argentina,South America,South America,50-59,54.5,0.0,2,Developer with a statistics or mathematics background,8.0,2 - 5 years,3.5,"$40,000 - $50,000",45000.0,3.90744167947,Haskell; Python,Haskell; Python,1,9.0,0,5,100-499 employees,1-4 people,2,1.0,3,-1,,,,,2.62407698435,,,0.791892360359,,,0.936547994592,,,,,,0.955440438798,0.709414103614,0.347968775639,0.952076226326,1.37889131302,2.94961585309,1.53568034968,1.45657428484,1.76353168798,2.82422396626,0.869921178568,0.646998026872,1.32477487009,0.320157731668,0.388617236353,0.692108971348,0.923334039498,0.816501681206,1.04213047767,1.30015515539,,
1024,22,Australia,Australia and New Zealand,Oceania,50-59,54.5,0.0,3; 4; 8; 9,10,10.0,,6.6401453958,"$100,000 - $110,000",105000.0,3.74,C#; JavaScript; SQL; SQL Server,AngularJS; Go; ReactJS,1,7.09454684773,2,3,1-4 employees,1-4 people,0,1.0,2,2 - I created my own job,Visual Studio; Visual Studio Code,0,2-5 hours per week,1,4.0,0,101 - 500,0.0,2,I'm self-taught; On-the-job training,0.0,Salary; Ability to make or influence important decisions; Industry; Tech stack; Company stage; Company financials; Work/life balance; Opportunity for advancement; Office location; Quality of colleagues; Company culture; Company reputation; Building something that's significant; Remote working option; Flexible work hours; Building something that's innovative,The interview process,0%,Show me more live code; Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference); Introduce me to the team; Show me the space in which I will work; Fewer brainteasers; Prepare me for who I will be speaking with,0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,Corporate policies; Non-technical management; Interacting with stupid people,To get help for my job; To give help to -1s; Beacause I love to learn
30369,22,Australia,Australia and New Zealand,Oceania,20-24,22.0,0.0,0; 1; 2,7,7.0,1 - 2 years,1.5,"$30,000 - $40,000",35000.0,3.74,C#; Java; SQL,AngularJS; C; C++; JavaScript; MongoDB; Salesforce; SQL,0,6.0,0,3,100-499 employees,5-9 people,0,2.0,0,7,Notepad++; Visual Studio,0,5-10 hours per week,1,4.0,0,I don't have an account,2.0,3,"I'm self-taught; On-the-job training; Full-time, intensive program (e.g. ""boot-camp""); Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.A. in Computer Science (or related field)",1.0,Work/life balance; Quality of colleagues; Company culture,Finding an open job that I'm qualified for,10%,Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference); Prepare me for who I will be speaking with,0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,Poor team dynamics; Inefficient development processes; Unrealistic expectations,To get help for my job; To receive help on my personal projects; Beacause I love to learn
35330,22,Australia,Australia and New Zealand,Oceania,20-24,22.0,0.0,2; 11,,5.0312779648,,6.6401453958,,53952.9730248,3.74,,,,7.09454684773,,,,,,1.80342988185,,,,,,,2.62407698435,,,0.791892360359,,,0.936547994592,,,,,,0.955440438798,0.709414103614,0.347968775639,0.952076226326,1.37889131302,2.94961585309,1.53568034968,1.45657428484,1.76353168798,2.82422396626,0.869921178568,0.646998026872,1.32477487009,0.320157731668,0.388617236353,0.692108971348,0.923334039498,0.816501681206,1.04213047767,1.30015515539,,
47455,22,Australia,Australia and New Zealand,Oceania,25-29,27.0,0.0,0; 2; 3,1,1.0,1 - 2 years,1.5,"$30,000 - $40,000",35000.0,3.74,Cassandra; Java; SQL,Cassandra; Java; SQL,0,8.0,0,11,100-499 employees,1-4 people,0,2.0,2,4,Vim; Eclipse,0,1-2 hours per week,0,1.0,-1 (please specify),I don't have an account,1.0,3,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Some college coursework in Computer Science (or related field)",1.0,Salary; Work/life balance; Office location,Interesting companies rarely respond to me,40%,Show me the space in which I will work; Prepare me for who I will be speaking with,0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Inefficient development processes; Fragile code base; Outdated technologies,To get help for my job
51187,22,Australia,Australia and New Zealand,Oceania,30-34,32.0,0.0,0; 1; 2; 3; 9,1,1.0,6 - 10 years,8.0,"$100,000 - $110,000",105000.0,3.74,C#; Cordova; Java; Python; SQL; SQL Server,C#; Perl; SQL; SQL Server,1,6.0,0,3,100-499 employees,1-4 people,0,2.0,2,11,Visual Studio,0,2-5 hours per week,-1 (please specify),3.0,0,"1,001 - 5,000",2.0,6,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.S. in Computer Science (or related field)",0.0,Salary; Ability to make or influence important decisions; Tech stack; Work/life balance; Opportunity for advancement; Quality of colleagues; Company culture; Company reputation; Building something that's significant; Flexible work hours; Building something that's innovative,Finding time to search for a job,10%,Show me more live code; Introduce me to the team; Show me the space in which I will work; Fewer brainteasers; Prepare me for who I will be speaking with,,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.388617236353,2.0,0.0,0.0,1.0,0.0,Poor team dynamics; Inefficient development processes; Fragile code base; Poor scheduling; Unrealistic expectations; Corporate policies; Outdated technologies; Non-technical management; Interacting with non-technical people; Interacting with stupid people; Poor infrastructure or equipment; Unspecific requirements; Limited resources,To get help for my job; To give help to -1s; Because I can't do my job without it; To discover new job opportunities; To demonstrate that I'm good at what I do; To communicate with -1s like me; Beacause I love to learn
51656,22,Australia,Australia and New Zealand,Oceania,40-49,44.5,1.0,0; 2; 3; 9,0,0.0,11+ years,13.0,"$100,000 - $110,000",105000.0,3.74,JavaScript; Ruby; SQL,JavaScript; ReactJS; Ruby,0,8.0,0,-1 (please specify),20-99 employees,5-9 people,2,0.0,0,7,Vim,0,1-2 hours per week,0,5.0,0,"10,001+",1.0,3,"On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.S. in Computer Science (or related field)",0.0,Salary; Tech stack; Work/life balance; Quality of colleagues; Company culture; Remote working option,-1 (please specify),90%,Show me more live code; Introduce me to the team; Show me the space in which I will work,0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,Trying to be nice,To get help for my job; To give help to -1s
1286,22,Austria,Western Europe,Western Europe,35-39,37.0,0.0,0; 1; 2; 3; 8,,5.0312779648,,6.6401453958,,53952.9730248,3.76,,,,7.09454684773,,,,,,1.80342988185,,,,,,,2.62407698435,,,0.791892360359,,,0.936547994592,,,,,,0.955440438798,0.709414103614,0.347968775639,0.952076226326,1.37889131302,2.94961585309,1.53568034968,1.45657428484,1.76353168798,2.82422396626,0.869921178568,0.646998026872,1.32477487009,0.320157731668,0.388617236353,0.692108971348,0.923334039498,0.816501681206,1.04213047767,1.30015515539,,
4836,22,Austria,Western Europe,Western Europe,30-34,32.0,0.0,1; 6,14,14.0,11+ years,13.0,"$50,000 - $60,000",55000.0,3.76,Arduino / Raspberry Pi; LAMP,Arduino / Raspberry Pi; LAMP,0,5.0,0,16,"10,000+ employees",20+ people,2,2.0,2,-1,Vim,3,1-2 hours per week,0,8.0,I don't know,I don't have an account,3.0,-1 (please specify),I'm self-taught; On-the-job training,0.0,Salary; Company financials; Work/life balance,Writing my CV and keeping it updated,60%,Offer remote interviews (e.g. via video conference),0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,4.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Trying to be nice,I don't really use 11. I just take surveys.
4938,22,Austria,Western Europe,Western Europe,25-29,27.0,0.0,1,20,20.0,6 - 10 years,8.0,"$50,000 - $60,000",55000.0,3.76,C#,C#,0,8.0,0,8,100-499 employees,20+ people,4,3.0,2,10,Visual Studio,0,None,0,4.0,I don't know,2 - 100,2.0,0,B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field),1.0,Work/life balance; Flexible work hours,Finding an open job that I'm qualified for,30%,,0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,,
10418,22,Austria,Western Europe,Western Europe,30-34,32.0,0.0,0; 2; 9,0,0.0,6 - 10 years,8.0,"$50,000 - $60,000",55000.0,3.76,AngularJS; JavaScript; LAMP; PHP; SQL,AngularJS; JavaScript; LAMP; PHP; ReactJS; Redis; SQL; Swift,1,6.0,1,4,I am not part of a company,I am not on a team,"I am not on a ""team""",0.0,2,1,Sublime,3,1-2 hours per week,1,0.0,I don't know,1,1.0,2,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Masters Degree in Computer Science (or related field)",1.0,Salary; Tech stack; Work/life balance; Opportunity for advancement; Remote working option,Writing my CV and keeping it updated,10%,Show me more live code; Offer remote interviews (e.g. via video conference),0,0.0,1.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,,
17121,22,Austria,Western Europe,Western Europe,20-24,22.0,0.0,0; 1; 2; 3; 9,,5.0312779648,,6.6401453958,,53952.9730248,3.76,,,,7.09454684773,,,,,,1.80342988185,,,,,,,2.62407698435,,,0.791892360359,,,0.936547994592,,,,,,0.955440438798,0.709414103614,0.347968775639,0.952076226326,1.37889131302,2.94961585309,1.53568034968,1.45657428484,1.76353168798,2.82422396626,0.869921178568,0.646998026872,1.32477487009,0.320157731668,0.388617236353,0.692108971348,0.923334039498,0.816501681206,1.04213047767,1.30015515539,,
20965,22,Austria,Western Europe,Western Europe,20-24,22.0,1.0,0,7,7.0,2 - 5 years,3.5,,53952.9730248,3.76,AngularJS; C; Java; JavaScript; Ruby; SQL,AngularJS; Java; JavaScript; MongoDB; Node.js; Python; Ruby,0,7.0,77,,,,,1.80342988185,,,Atom; Sublime; Eclipse; IntelliJ,3,2-5 hours per week,0,0.0,0,,0.791892360359,,,0.936547994592,,,,,,0.955440438798,0.709414103614,0.347968775639,0.952076226326,1.37889131302,2.94961585309,1.53568034968,1.45657428484,1.76353168798,2.82422396626,0.869921178568,0.646998026872,1.32477487009,0.320157731668,0.388617236353,0.692108971348,0.923334039498,0.816501681206,1.04213047767,1.30015515539,,
28643,22,Austria,Western Europe,Western Europe,25-29,27.0,0.0,0; 2,0,0.0,1 - 2 years,1.5,"Less than $10,000",5000.0,3.76,JavaScript; LAMP; PHP; SQL; SQL Server; WordPress,Dart; Go; MongoDB; Node.js; Swift,0,6.0,1,11,1-4 employees,I am not on a team,"I am not on a ""team""",1.0,2,2 - I created my own job,Atom; Sublime; Vim; PhpStorm; Visual Studio Code; Xcode,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",2-5 hours per week,1,0.0,I don't know,I don't have an account,0.0,2,"I'm self-taught; On-the-job training; Full-time, intensive program (e.g. ""boot-camp""); Part-time program (e.g. night school)",1.0,Salary; Work/life balance; Opportunity for advancement; Office location; Quality of colleagues; Company culture; Building something that's significant; Building something that's innovative,The interview process,10%,Show me more live code; interview_coffee; Fewer brainteasers,,2.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,Unrealistic expectations; Poor documentation; Interacting with stupid people,To get help for my job; To receive help on my personal projects; Beacause I love to learn
30245,22,Austria,Western Europe,Western Europe,30-34,32.0,0.0,0; 1; 2; 3; 8; 9,22,3.0,11+ years,13.0,"$50,000 - $60,000",55000.0,3.76,Android; Arduino / Raspberry Pi; AngularJS; C; C++; iOS; Java; JavaScript; Objective-C; Perl; PHP; SQL; Swift,Android; Arduino / Raspberry Pi; AngularJS; C; C++; iOS; Java; JavaScript; Node.js; Objective-C; Perl; PHP; Python; ReactJS; SQL; Swift,0,9.0,2,3,1-4 employees,1-4 people,1,2.0,2,2 - I created my own job,Vim; Android Studio; Eclipse; PhpStorm; Xcode,0,2-5 hours per week,0,0.0,0,101 - 500,0.0,3,I'm self-taught; B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field),1.0,Salary; Ability to make or influence important decisions; Industry; Tech stack; Company size; Work/life balance; Opportunity for advancement; Office location; Quality of colleagues; Company culture; Building something that's significant; Remote working option; Flexible work hours; Building something that's innovative,Searching for a job that seems interesting,80%,Show me more live code; Be more flexible about interview scheduling; Introduce me to the team; Show me the space in which I will work; Fewer brainteasers,0; 1,0.0,2.0,1.0,2.0,0.0,4.0,0.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,Unrealistic expectations; Interacting with stupid people; Unspecific requirements,To get help for my job; To give help to -1s
50605,22,Bangladesh,Southern Asia,South Asia,20-24,22.0,1.0,,,5.0312779648,,6.6401453958,,53952.9730248,3.90744167947,,,,7.09454684773,,,,,,1.80342988185,,,,,,,2.62407698435,,,0.791892360359,,,0.936547994592,,,,,,0.955440438798,0.709414103614,0.347968775639,0.952076226326,1.37889131302,2.94961585309,1.53568034968,1.45657428484,1.76353168798,2.82422396626,0.869921178568,0.646998026872,1.32477487009,0.320157731668,0.388617236353,0.692108971348,0.923334039498,0.816501681206,1.04213047767,1.30015515539,,
