id,collector,age_midpoint,gender,occupation_group,experience_midpoint,salary_midpoint,aliens,programming_ability,employment_status,industry,women_on_team,remote,job_satisfaction,job_discovery,commit_frequency,dogs_vs_cats,desktop_os,unit_testing,visit_frequency,why_learn_new_tech,open_to_new_job,star_wars_vs_star_trek,agree_tech,agree_notice,agree_problemsolving,agree_diversity,agree_adblocker,agree_alcohol,agree_loveboss,agree_nightcode,agree_legacy,agree_mars,important_variety,important_control,important_sameend,important_newtech,important_buildnew,important_buildexisting,important_promotion,important_companymission,important_wfh,important_ownoffice
47960,22,37.0,0.0,1.0,8.0,32000.0,0,7.0,0,13,4,2.0,3,2,0,1,7.0,0,2.0,2,1.0,1,1.0,1.0,0.0,1.0,3.0,4.0,4.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0
48183,22,32.0,0.0,0.0,8.0,22000.0,1,7.0,0,0,1,0.0,2,6,0,1,0.0,0,0.0,2,2.0,-2,1.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0
49686,22,27.0,0.0,3.0,3.2,22000.0,0,8.0,0,11,3,3.0,3,1,0,1,0.0,0,2.0,2,1.0,1,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0
20609,22,32.0,0.0,1.0,8.0,22000.0,1,7.0,-1,14,1,0.0,4,2,0,0,0.0,2,4.0,2,1.0,0,1.0,0.0,0.0,2.0,1.0,4.0,1.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0
21624,22,27.0,0.0,3.0,0.2,12000.0,0,2.0,0,3,0,2.0,2,2,3,0,3.0,0,0.0,2,1.0,0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
23083,22,32.0,0.0,13.0,8.0,22000.0,0,6.0,0,13,0,2.0,0,1,0,1,2.0,2,0.0,2,0.0,-2,1.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
1019,22,44.2,0.0,0.0,13.0,72000.0,0,9.0,0,3,0,2.0,2,4,0,-1,2.0,0,2.0,2,1.0,0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
26469,22,32.0,0.0,16.0,8.0,22000.0,0,8.0,0,10,2,2.0,3,-1,3,0,3.0,0,0.0,3,1.0,0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
31948,22,37.0,0.0,0.0,13.0,62000.0,0,8.0,0,-1,2,1.0,2,7,0,1,6.0,0,1.0,3,1.0,0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
36011,22,27.0,0.0,13.0,8.0,22000.0,1,7.0,0,13,0,2.0,2,1,0,-1,0.0,0,2.0,2,1.0,0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
49442,22,22.0,0.0,8.0,1.2,102000.0,0,8.0,77,-2,-2,1.79242213212,-2,-2,-2,-2,2.27077971234,-2,0.80117107943,-2,0.931107278166,-2,0.924942024942,0.698129846196,0.320824172824,0.96940463062,1.36923233132,2.94873903209,1.21473040278,1.44633243783,1.76394227316,2.82772644242,0.874174008811,0.642287022271,1.33204739298,0.319494088232,0.383218707012,0.692878746219,0.9103200883,0.784691629926,1.04863973619,1.33177441241
21269,22,62.0,0.0,6.0,13.0,162000.0,-1,8.0,0,3,3,0.0,0,1,0,0,3.0,0,2.0,4,0.0,0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0
4938,22,27.0,0.0,20.0,8.0,22000.0,0,8.0,0,8,4,3.0,2,10,0,0,4.0,2,2.0,0,1.0,0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
2240,22,37.0,0.0,2.03224261273,6.26862069922,24162.929823,-2,7.10328403109,-2,-2,-2,1.79242213212,-2,-2,-2,-2,2.27077971234,-2,0.80117107943,-2,0.931107278166,-2,0.924942024942,0.698129846196,0.320824172824,0.96940463062,1.36923233132,2.94873903209,1.21473040278,1.44633243783,1.76394227316,2.82772644242,0.874174008811,0.642287022271,1.33204739298,0.319494088232,0.383218707012,0.692878746219,0.9103200883,0.784691629926,1.04863973619,1.33177441241
13362,22,27.0,0.0,0.0,8.0,42000.0,1,7.0,0,0,2,2.0,2,4,0,1,4.0,2,1.0,2,1.0,0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0
14083,22,22.0,0.0,3.0,8.0,24162.929823,0,8.0,2,-2,-2,1.79242213212,-2,-2,-2,-2,2.27077971234,-2,0.80117107943,-2,0.931107278166,-2,0.924942024942,0.698129846196,0.320824172824,0.96940463062,1.36923233132,2.94873903209,1.21473040278,1.44633243783,1.76394227316,2.82772644242,0.874174008811,0.642287022271,1.33204739298,0.319494088232,0.383218707012,0.692878746219,0.9103200883,0.784691629926,1.04863973619,1.33177441241
12227,22,27.0,0.0,9.0,8.0,102000.0,0,8.0,0,1,0,2.0,4,2,0,1,0.0,0,2.0,3,0.0,1,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0
16268,22,27.0,0.0,2.03224261273,6.26862069922,24162.929823,-2,7.10328403109,-2,-2,-2,1.79242213212,-2,-2,-2,-2,2.27077971234,-2,0.80117107943,-2,0.931107278166,-2,0.924942024942,0.698129846196,0.320824172824,0.96940463062,1.36923233132,2.94873903209,1.21473040278,1.44633243783,1.76394227316,2.82772644242,0.874174008811,0.642287022271,1.33204739298,0.319494088232,0.383218707012,0.692878746219,0.9103200883,0.784691629926,1.04863973619,1.33177441241
16266,22,27.0,0.0,4.0,1.2,24162.929823,1,2.0,6,3,0,2.0,2,2,0,0,1.0,0,2.0,2,0.0,0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0
18744,22,24.2,0.0,1.0,13.0,2000.0,1,7.0,1,4,0,0.0,0,2,3,0,2.0,0,0.80117107943,-2,0.931107278166,-2,0.924942024942,0.698129846196,0.320824172824,0.96940463062,1.36923233132,2.94873903209,1.21473040278,1.44633243783,1.76394227316,2.82772644242,0.874174008811,0.642287022271,1.33204739298,0.319494088232,0.383218707012,0.692878746219,0.9103200883,0.784691629926,1.04863973619,1.33177441241
19689,22,22.0,0.0,0.0,3.2,32000.0,1,7.0,1,3,0,1.0,3,4,0,1,0.0,0,2.0,2,1.0,-2,2.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
22721,22,16.0,0.0,7.0,8.0,24162.929823,1,7.0,77,-2,-2,1.79242213212,-2,-2,3,0,8.0,1,2.0,3,1.0,0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
22932,22,27.0,0.0,8.0,3.2,42000.0,0,8.0,0,12,1,2.0,-1,4,2,1,4.0,-1,2.0,0,2.0,0,4.0,0.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27000,22,32.0,0.0,3.0,13.0,42000.0,-1,9.0,6,-1,2,2.0,2,-1,0,1,0.0,-1,0.0,3,1.0,0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0
29278,22,22.0,0.0,0.0,8.0,22000.0,0,7.0,77,-2,-2,1.79242213212,-2,-2,0,1,1.0,2,2.0,0,1.0,0,2.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0
30242,22,32.0,0.0,3.0,13.0,22000.0,0,9.0,2,3,1,2.0,2,2,0,0,0.0,0,0.0,3,1.0,2,0.0,2.0,1.0,2.0,0.0,4.0,0.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
22228,22,22.0,0.0,0.0,3.2,24162.929823,0,6.0,77,-2,-2,1.79242213212,-2,-2,3,1,2.0,2,0.0,3,1.0,1,0.924942024942,0.698129846196,0.320824172824,0.96940463062,1.36923233132,2.94873903209,1.21473040278,1.44633243783,1.76394227316,2.82772644242,0.874174008811,0.642287022271,1.33204739298,0.319494088232,0.383218707012,0.692878746219,0.9103200883,0.784691629926,1.04863973619,1.33177441241
48366,22,29.6903907072,-2.0,7.0,13.0,42000.0,1,2.0,0,77,-2,0.0,0,32,0,0,2.0,0,2.0,0,2.0,0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0
28999,22,22.0,0.0,1.0,3.2,2000.0,1,2.0,0,3,2,2.0,2,1,0,0,0.0,0,0.0,2,1.0,0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
4347,22,22.0,0.0,7.0,3.2,24162.929823,0,7.0,77,-2,-2,1.79242213212,-2,-2,-2,0,1.0,0,4.0,3,1.0,0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0
4373,22,27.0,0.0,9.0,13.0,32000.0,-1,10.0,0,17,1,1.0,2,0,0,-1,3.0,0,0.0,4,1.0,2,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2706,22,22.0,0.0,7.0,3.2,32000.0,0,6.0,77,-2,-2,1.79242213212,-2,-2,4,1,2.0,0,2.0,3,0.0,-2,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0
14921,22,22.0,1.0,2.03224261273,6.26862069922,24162.929823,-2,7.10328403109,-2,-2,-2,1.79242213212,-2,-2,-2,-2,2.27077971234,-2,0.80117107943,-2,0.931107278166,-2,0.924942024942,0.698129846196,0.320824172824,0.96940463062,1.36923233132,2.94873903209,1.21473040278,1.44633243783,1.76394227316,2.82772644242,0.874174008811,0.642287022271,1.33204739298,0.319494088232,0.383218707012,0.692878746219,0.9103200883,0.784691629926,1.04863973619,1.33177441241
12620,22,22.0,0.0,7.0,1.2,2000.0,0,8.0,77,-2,-2,1.79242213212,-2,-2,5,0,2.0,0,0.0,3,2.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20208,22,22.0,0.0,0.0,8.0,22000.0,1,7.0,0,14,0,2.0,0,4,0,-1,0.0,-1,0.0,3,1.0,0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
21389,22,27.0,0.0,14.0,13.0,122000.0,-2,7.10328403109,-2,-2,-2,1.79242213212,-2,-2,-2,-2,2.27077971234,-2,0.80117107943,-2,0.931107278166,-2,0.924942024942,0.698129846196,0.320824172824,0.96940463062,1.36923233132,2.94873903209,1.21473040278,1.44633243783,1.76394227316,2.82772644242,0.874174008811,0.642287022271,1.33204739298,0.319494088232,0.383218707012,0.692878746219,0.9103200883,0.784691629926,1.04863973619,1.33177441241
22826,22,37.0,0.0,12.0,13.0,92000.0,1,8.0,0,7,1,2.0,0,7,0,0,4.0,0,1.0,2,0.0,1,0.0,0.0,0.0,2.0,0.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0
27772,22,27.0,0.0,1.0,3.2,72000.0,0,7.0,1,7,0,3.0,3,7,0,-1,6.0,1,2.0,4,2.0,1,2.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0
27870,22,29.6903907072,0.0,7.0,1.2,24162.929823,1,8.0,77,-2,-2,1.79242213212,-2,-2,2,-1,2.0,2,1.0,4,1.0,0,0.0,1.0,1.0,2.0,0.0,4.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
22802,22,22.0,0.0,7.0,3.2,24162.929823,1,9.0,77,-2,-2,1.79242213212,-2,-2,3,-1,1.0,0,1.0,3,1.0,0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
41772,22,27.0,0.0,1.0,3.2,22000.0,1,3.0,0,3,1,1.0,2,2,0,1,0.0,0,0.0,0,1.0,0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
42279,22,37.0,0.0,0.0,13.0,24162.929823,-1,10.0,0,2,0,2.0,0,2,0,1,2.0,1,1.0,3,0.0,0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0
43029,22,22.0,0.0,0.0,1.2,12000.0,1,9.0,0,3,0,2.0,2,2,0,1,2.0,0,0.0,3,2.0,1,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0
42228,22,22.0,0.0,0.0,3.2,2000.0,1,8.0,0,3,0,3.0,2,2,0,1,2.0,0,0.0,6,1.0,-2,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
47932,22,32.0,0.0,0.0,8.0,12000.0,1,8.0,1,4,2,0.0,4,2,0,1,2.0,2,0.0,4,0.0,-2,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
48111,22,27.0,0.0,2.03224261273,6.26862069922,24162.929823,-2,7.10328403109,-2,-2,-2,1.79242213212,-2,-2,-2,-2,2.27077971234,-2,0.80117107943,-2,0.931107278166,-2,0.924942024942,0.698129846196,0.320824172824,0.96940463062,1.36923233132,2.94873903209,1.21473040278,1.44633243783,1.76394227316,2.82772644242,0.874174008811,0.642287022271,1.33204739298,0.319494088232,0.383218707012,0.692878746219,0.9103200883,0.784691629926,1.04863973619,1.33177441241
48216,22,27.0,0.0,11.0,8.0,2000.0,0,10.0,-1,-1,0,0.0,-1,4,3,1,0.0,2,2.0,-1,1.0,1,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
49148,22,44.2,0.0,0.0,13.0,22000.0,1,10.0,1,4,-3,0.0,32,32,0,1,6.0,0,0.0,2,2.0,1,0.0,1.0,0.0,2.0,4.0,4.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
49429,22,22.0,0.0,1.0,3.2,12000.0,0,6.0,0,10,2,3.0,4,0,5,0,4.0,0,0.0,3,1.0,0,4.0,1.0,1.0,0.0,1.0,4.0,3.0,2.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
49210,22,22.0,0.0,7.0,3.2,24162.929823,0,4.0,77,-2,-2,1.79242213212,-2,-2,5,1,2.0,2,0.0,3,1.0,0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
49226,22,27.0,0.0,2.03224261273,8.0,2000.0,1,7.0,0,-1,-2,1.0,0,0,3,1,1.0,0,2.0,2,1.0,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
49723,22,22.0,0.0,0.0,1.2,24162.929823,0,7.0,0,2,0,2.0,0,2,0,1,2.0,2,0.0,2,1.0,-2,1.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
20004,22,27.0,0.0,16.0,3.2,12000.0,1,7.0,0,3,11+,2.0,2,0,0,1,1.0,0,1.0,2,1.0,2,1.0,1.0,0.0,0.0,3.0,4.0,1.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
20294,22,37.0,0.0,0.0,13.0,32000.0,0,10.0,0,3,3,2.0,4,2,0,1,0.0,0,2.0,3,2.0,0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
20704,22,27.0,0.0,3.0,3.2,12000.0,0,7.0,0,3,3,3.0,2,2,0,1,0.0,2,2.0,2,1.0,-2,0.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0
21219,22,32.0,0.0,0.0,13.0,132000.0,-1,10.0,-1,3,1,0.0,3,1,0,1,2.0,1,2.0,3,1.0,0,0.0,1.0,0.0,0.0,3.0,4.0,2.0,0.0,3.0,4.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
21496,22,27.0,0.0,17.0,8.0,22000.0,0,8.0,0,2,2,2.0,2,4,4,0,3.0,2,0.0,2,1.0,0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,1.0,1.76394227316,4.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0
2223,22,22.0,0.0,3.0,3.2,32000.0,0,7.0,1,4,1,0.0,2,2,0,1,0.0,2,0.0,2,1.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
22776,22,27.0,0.0,0.0,3.2,12000.0,0,9.0,0,1,1,2.0,2,10,3,1,2.0,0,0.0,0,1.0,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0
9282,22,32.0,0.0,2.03224261273,6.26862069922,24162.929823,-2,7.10328403109,-2,-2,-2,1.79242213212,-2,-2,-2,-2,2.27077971234,-2,0.80117107943,-2,0.931107278166,-2,0.924942024942,0.698129846196,0.320824172824,0.96940463062,1.36923233132,2.94873903209,1.21473040278,1.44633243783,1.76394227316,2.82772644242,0.874174008811,0.642287022271,1.33204739298,0.319494088232,0.383218707012,0.692878746219,0.9103200883,0.784691629926,1.04863973619,1.33177441241
22092,22,22.0,1.0,7.0,3.2,24162.929823,0,4.0,77,-2,-2,1.79242213212,-2,-2,2,1,0.0,0,0.0,4,2.0,-2,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32412,22,27.0,-1.0,2.03224261273,3.2,32000.0,0,8.0,0,12,-2,2.0,0,-1,3,0,1.0,-1,2.0,2,1.0,-2,1.0,2.0,0.0,0.0,4.0,0.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
36423,22,32.0,0.0,1.0,13.0,92000.0,0,8.0,0,11,0,2.0,2,7,0,1,0.0,0,2.0,2,0.0,-2,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0
23042,22,27.0,0.0,1.0,8.0,32000.0,-1,7.0,0,0,0,3.0,2,2,0,0,2.0,-1,0.0,2,0.0,0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
19742,22,22.0,0.0,2.03224261273,6.26862069922,24162.929823,-2,7.10328403109,-2,-2,-2,1.79242213212,-2,-2,-2,-2,2.27077971234,-2,0.80117107943,-2,0.931107278166,-2,0.924942024942,0.698129846196,0.320824172824,0.96940463062,1.36923233132,2.94873903209,1.21473040278,1.44633243783,1.76394227316,2.82772644242,0.874174008811,0.642287022271,1.33204739298,0.319494088232,0.383218707012,0.692878746219,0.9103200883,0.784691629926,1.04863973619,1.33177441241
49362,22,22.0,0.0,8.0,13.0,210000.0,-1,7.10328403109,1,-1,0,0.0,0,2,0,-1,6.0,-1,0.80117107943,-2,0.931107278166,-2,0.924942024942,0.698129846196,0.320824172824,0.96940463062,1.36923233132,2.94873903209,1.21473040278,1.44633243783,1.76394227316,2.82772644242,0.874174008811,0.642287022271,1.33204739298,0.319494088232,0.383218707012,0.692878746219,0.9103200883,0.784691629926,1.04863973619,1.33177441241
28691,22,22.0,0.0,2.03224261273,6.26862069922,24162.929823,-2,7.10328403109,-2,-2,-2,1.79242213212,-2,-2,-2,-2,2.27077971234,-2,0.80117107943,-2,0.931107278166,-2,0.924942024942,0.698129846196,0.320824172824,0.96940463062,1.36923233132,2.94873903209,1.21473040278,1.44633243783,1.76394227316,2.82772644242,0.874174008811,0.642287022271,1.33204739298,0.319494088232,0.383218707012,0.692878746219,0.9103200883,0.784691629926,1.04863973619,1.33177441241
31112,22,27.0,0.0,1.0,1.2,12000.0,1,2.0,0,3,0,2.0,2,2,2,1,2.0,0,0.0,2,1.0,1,2.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,4.0,1.0,1.0,1.33204739298,0.319494088232,0.0,0.0,1.0,0.0,1.0,2.0
31627,22,22.0,0.0,12.0,3.2,12000.0,0,7.0,6,-1,0,1.0,0,0,0,0,4.0,0,2.0,2,1.0,1,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0
31670,22,22.0,0.0,7.0,13.0,24162.929823,0,8.0,77,-2,-2,1.79242213212,-2,-2,5,1,2.0,0,0.0,2,1.0,0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
21249,22,44.2,0.0,2.03224261273,6.26862069922,24162.929823,-2,7.10328403109,-2,-2,-2,1.79242213212,-2,-2,-2,-2,2.27077971234,-2,0.80117107943,-2,0.931107278166,-2,0.924942024942,0.698129846196,0.320824172824,0.96940463062,1.36923233132,2.94873903209,1.21473040278,1.44633243783,1.76394227316,2.82772644242,0.874174008811,0.642287022271,1.33204739298,0.319494088232,0.383218707012,0.692878746219,0.9103200883,0.784691629926,1.04863973619,1.33177441241
